electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,region,locality,owner,site_name
0.019,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6333,49.5333,Blansko,679 33,Jihomoravský,Vísky,Orel - jednota Vísky,FVE - Orel Vísky
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,16.8833,49.7167,Šumperk,789 85,Olomoucký,Mohelnice,,FVE střecha RD
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,16.8833,49.7167,Šumperk,789 85,Olomoucký,Mohelnice,,FVE-2
0.378,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.7333,49.7,Svitavy,571 01,Pardubický,Moravská Třebová,SUNINVEST MORAVIA sis s.r.o.,FVE UDÁNKY I
0.154,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,16.65,49.8,Svitavy,569 24,Pardubický,Kunčina,SUNINVEST MORAVIA sis s.r.o.,FVE Kunčina II
0.017,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.8917,49.1389,Vyškov,684 01,Jihomoravský,Slavkov u Brna,"TK KOVO, s.r.o.","FVE - 17,22 Bučovická 186"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ01,CZ010,14.4619,50.0036,,100 00,Hlavní město Praha,Praha,,"FVE 4,8kWp Mokřanská 9"
1.027,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.0333,50.5167,Mladá Boleslav,295 01,Středočeský,Mnichovo Hradiště,Photon SPV 7 s.r.o.,Sychrov
0.038,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.9167,50.5167,Trutnov,541 01,Královéhradecký,Trutnov,MODELA TRUTNOV s.r.o.,FV elektr. na střeše průmyslové budovy
0.025,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.9167,50.5167,Trutnov,541 01,Královéhradecký,Trutnov,MODELA TRUTNOV s.r.o.,FV elektr. na střeše průmyslové budovy
0.019,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,16.0833,50.5333,Trutnov,542 34,Královéhradecký,Malé Svatoňovice,MODELA TRUTNOV s.r.o.,FVE - Malé Svatoňovice
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,16.25,49.1333,Třebíč,675 75,Vysočina,Kuroslepy,,FVE Nekvapil Kuroslepy
0.01,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ01,CZ010,14.4167,50.0333,,147 00,Hlavní město Praha,Praha,,FVE Bohadlo
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ051,15.15,50.6333,Jablonec nad Nisou,468 33,Liberecký,Jenišovice,,FVE
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.65,49.4,Kroměříž,768 61,Zlínský,Chomýž,,FVE - Petr Dvorník
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.75,50.5167,Mladá Boleslav,294 21,Středočeský,Bělá pod Bezdězem,,FVE - Čermáková
1.148,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.2,48.7833,Znojmo,671 28,Jihomoravský,Křídlůvky,"FORPIS, s.r.o.",FVE
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.3,48.8333,Český Krumlov,381 01,Jihočeský,Český Krumlov,,FVE - Mraček
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.5833,49.9167,Plzeň-sever,331 41,Plzeňský,Potvorov,,Pavel Kovařík
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.9167,48.95,Jindřichův Hradec,378 04,Jihočeský,Hamr,,Jiří Zajíček - FVE
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.4667,48.8333,Český Krumlov,382 32,Jihočeský,Velešín,,FVE - Švec
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3088,49.383,Klatovy,339 01,Plzeňský,Bezděkov,,FVE - Oudová Lada
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.7333,49.8667,Chrudim,538 21,Pardubický,Slatiňany,,FVE - Stehlík
0.002,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.05,50.1667,Kladno,273 06,Středočeský,Libušín,,FVE - Jelen
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.9167,48.9833,Břeclav,691 73,Jihomoravský,Krumvíř,,FVE - Ing. Jakub Šebesta
0.018,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.5833,49.0167,Uherské Hradiště,687 61,Zlínský,Vlčnov,,FVE - Javor
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.4,48.9167,České Budějovice,370 01,Jihočeský,Litvínovice,,FVE Horák - Litvínovice
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.6,49.4167,Blansko,679 21,Jihomoravský,Černá Hora,,FVE - RD Zachoval
1.033,Renewable energy,Solar,,Other or unspecified technology,ERU,,,,,,České Budějovice,373 67,Jihočeský,Borek,SOLARPARK gama a.s.,Fotovoltaická elektrárna Borek
0.009,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.5333,49.3667,Tábor,391 75,Jihočeský,Malšice,,FVE Miroslav Kluzák
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.022,49.6913,Příbram,261 01,Středočeský,Háje,,Háje 70
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3088,49.383,Klatovy,339 01,Plzeňský,Klatovy,,Fotovoltaická elektrárna
1.668,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,14.3,51.0,Děčín,407 82,Ústecký,Dolní Poustevna,HEFRA solarpark development s.r.o.,FVE SOLARPARK 1
0.018,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.5333,49.3,Brno-venkov,664 34,Jihomoravský,Jinačovice,,FVE - Svoboda
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.8167,49.2167,Brno-venkov,664 06,Jihomoravský,Viničné Šumice,,FVE - Pavel Kadaňka
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.4,48.9167,České Budějovice,370 01,Jihočeský,České Budějovice,,FVE - Chalupa
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.4,48.9167,České Budějovice,370 01,Jihočeský,Vrábče,,Vrábče CHALUPA č.p.148
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.4,48.9167,České Budějovice,370 01,Jihočeský,Vrábče,,FVE III
0.015,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.4833,49.1833,Brno-venkov,664 41,Jihomoravský,Troubsko,,FVE Jan Helán I
0.011,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.4833,49.1833,Brno-venkov,664 41,Jihomoravský,Troubsko,,FVE Jan Helán II
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.5889,49.2639,Brno-město,621 00,Jihomoravský,Brno,,FVS Qsolar - Jehnice
0.013,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.4167,49.3333,Kroměříž,767 01,Zlínský,Kroměříž,"Správa a pronájem nemovitostí, s.r.o.",FVE Správa a pronájem nemovitostí
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,15.9,50.05,Pardubice,530 02,Pardubický,Mnětice,,FVE na střeše RD v Pardubicích
0.065,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,14.2167,50.3667,Litoměřice,413 01,Ústecký,Roudnice nad Labem,FVK servis s.r.o.,FVE Servis
0.36,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,15.1833,49.5333,Pelhřimov,394 45,Vysočina,Křelovice,FFK s.r.o.,Fotovoltaická elektrárna
0.007,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.9333,49.1833,Zlín,763 25,Zlínský,Újezd,,FVE - Jurčík
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3233,49.76,Plzeň-město,312 00,Plzeňský,Plzeň,,Borůvková 6 - Petr Netolický
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.35,49.1,Brno-venkov,664 91,Jihomoravský,Ivančice,,Fotovoltaický systém Budkovice
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.3333,49.1667,Brno-venkov,664 84,Jihomoravský,Újezd u Rosic,,"FVE - 4,6 kW"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.2333,50.2167,Jeseník,790 01,Olomoucký,Jeseník,,FVE Přibyl
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.2333,50.2167,Jeseník,790 01,Olomoucký,Jeseník,,výrobna elektřiny OZE - Jeseník 2
0.038,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.4167,49.3333,Kroměříž,767 01,Zlínský,Kroměříž,EKKL a.s.,EKKL a.s.
0.019,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.4167,49.3333,Kroměříž,767 01,Zlínský,Kroměříž,EKKL a.s.,EKKL a.s. II
0.019,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.4167,49.3333,Kroměříž,767 01,Zlínský,Kroměříž,EKKL a.s.,EKKL a.s. III
0.03,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,15.0667,50.55,Mladá Boleslav,294 11,Středočeský,Mnichovo Hradiště,,FVE Janata
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ032,13.3833,49.4833,Klatovy,340 12,Plzeňský,Měčín,,FVE - Zedníková
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.3333,49.65,Olomouc,783 16,Olomoucký,Dolany,,FVE - Dolany494
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.3333,49.65,Olomouc,783 16,Olomoucký,Dolany,,FVE - Dolany493
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.25,49.5917,Olomouc,779 00,Olomoucký,Olomouc,,FVE - Pavel Kopeček
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,17.1,48.9167,Hodonín,696 03,Jihomoravský,Dubňany,,FVE - Šimková
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,16.3833,48.9167,Znojmo,671 78,Jihomoravský,Dolenice,,FVE Jiří Růžička
0.013,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.5167,49.5333,Přerov,751 25,Olomoucký,Lazníky,VR OZE systems s.r.o.,FVE Lazníky
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.8,49.5667,Přerov,753 64,Olomoucký,Polom,VR OZE systems s.r.o.,Polom 2
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.8,49.5667,Přerov,753 64,Olomoucký,Polom,VR OZE systems s.r.o.,Polom 3
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.5833,49.4167,Přerov,751 14,Olomoucký,Dřevohostice,VR OZE systems s.r.o.,FVE Lány
0.003,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.4,49.5333,Olomouc,783 57,Olomoucký,Tršice,VR OZE systems s.r.o.,Tršice
0.013,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.5333,49.5167,Přerov,751 22,Olomoucký,Osek nad Bečvou,VR OZE systems s.r.o.,Osek nad Bečvou
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,17.0167,49.4833,Prostějov,798 03,Olomoucký,Plumlov,,FVE - Galíček
0.015,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.5667,49.1167,Uherské Hradiště,687 11,Zlínský,Topolná,,Topolná
0.006,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ064,17.0167,49.4833,Prostějov,798 03,Olomoucký,Plumlov,,Petr Hromjak
0.12,Renewable energy,Solar,,Other or unspecified technology,ERU,,,,,,Liberec,463 66,Liberecký,Jindřichovice pod Smrkem,"RESEC, s.r.o.",FVE
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ053,16.3667,49.9,Ústí nad Orlicí,561 18,Pardubický,Němčice,,FVE - Fikejz
0.128,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.7333,50.1667,Praha-východ,250 75,Středočeský,Káraný,SUNRISE & SUNSET spol. s r. o.,SUNRISE &amp; SUNSET spol. s r.o.
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,13.75,50.4667,Most,434 01,Ústecký,Most,,"FVE 4,6 kW"
0.004,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ04,CZ042,13.75,50.4667,Most,434 01,Ústecký,Most,,FVE II
3.05,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ06,CZ063,16.1333,49.2333,Třebíč,675 71,Vysočina,Náměšť nad Oslavou,"Green Shine, s. r. o.","Náměšť nad Oslavou 2,0 MW"
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.9,50.2333,Hradec Králové,500 03,Královéhradecký,Hradec Králové,,FVE Břidličná 266
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.07,49.5867,Olomouc,783 44,Olomoucký,Náměšť na Hané,,FVE Švarc
0.008,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.6,49.25,Tábor,392 01,Jihočeský,Soběslav,,FVE Šťastný I.
0.02,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ03,CZ031,14.6,49.25,Tábor,392 01,Jihočeský,Soběslav,,FVE Šťastný II.
0.043,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ071,17.15,49.3167,Prostějov,798 26,Olomoucký,Dřevnovice,MLÝN M+B s.r.o.,FVE
0.005,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ05,CZ052,15.8333,50.3333,Hradec Králové,503 03,Královéhradecký,Holohlavy,,FVE Karliak
0.135,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ07,CZ072,17.6,49.7667,Vsetín,757 01,Zlínský,Valašské Meziříčí,,FVE Janča
0.156,Renewable energy,Solar,,Other or unspecified technology,ERU,CZ0,CZ02,CZ020,14.3667,50.3167,Mělník,277 44,Středočeský,Zlosyň,P + P spol. s r. o.,FVE P+P Veltrusy
